Cu,Fe,S,SiO2,Al2O3,CaO,MgO,S/Cu,(Fe+S)/Cu,CONC. FEED RATE,SILICA FEED RATE ,COAL FEED RATE,C-SLAG FEED RATE - S Furnace,S-FURNACE AIR,S-FURNACE OXYGEN,Cu_in_Cl_Slag,Fe/SiO2,Fe3O4_Cls,Matte Grade,Cu_C_slag,Fe_C_slag,CaO_C_slag,Fe3O4_C_slag,Cu_class
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,104.0,17.0,1.2,7.7,18500.4,20987.5,0.73,1.23,1.75,69.11,12.55,43.32,16.15,27.98,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,105.0,16.8,1.8,5.1,18953.8,21952.1,0.8,1.23,1.64,69.01,13.49,43.77,16.01,28.87,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,104.0,17.6,2.2,7.0,19026.5,20716.5,0.84,1.24,1.84,69.1,13.36,43.71,16.06,28.91,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,105.0,18.6,2.8,6.8,18375.7,18642.4,0.82,1.24,1.9,69.7,12.84,44.93,17.5,30.55,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,105.0,17.6,2.6,6.0,18122.9,20333.5,0.85,1.25,1.96,69.79,12.87,44.63,17.21,29.86,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,107.0,17.5,2.1,6.1,19940.2,20147.1,0.82,1.25,1.75,68.98,12.83,46.36,16.18,28.49,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,90.0,17.4,1.8,4.8,19793.1,19343.1,0.71,1.11,1.62,69.16,13.66,44.45,15.86,28.73,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,108.0,16.7,2.3,6.0,20170.7,18678.0,0.7,1.06,1.66,68.65,13.22,44.49,17.12,28.15,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,108.0,17.5,2.9,6.0,19304.3,20548.7,0.85,1.28,1.63,68.65,12.36,43.11,17.36,28.38,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,107.0,17.5,2.5,6.4,19459.5,21212.0,0.74,1.14,1.75,69.07,13.11,44.82,16.47,27.95,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.9,1.6,8.0,19015.6,21481.7,0.85,1.27,1.86,69.37,11.83,42.45,16.35,27.06,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.8,1.7,8.0,19020.5,21568.0,0.84,1.25,1.68,68.85,12.35,43.64,17.07,27.42,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,111.0,17.7,2.0,8.0,18480.9,22434.4,0.85,1.24,1.6,69.62,12.82,44.06,16.32,28.01,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,18.2,2.3,8.0,18280.7,21919.7,0.84,1.25,1.73,69.23,12.27,43.36,16.66,27.43,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,113.0,18.1,2.5,8.0,18510.6,22843.4,0.81,1.24,1.62,69.32,12.59,44.35,16.64,28.6,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,18.0,2.5,8.0,18501.1,22679.2,0.83,1.28,1.8,69.31,12.98,44.52,16.33,29.13,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,18.0,2.3,8.0,18489.5,21760.3,0.82,1.25,1.71,69.48,12.67,43.98,16.57,28.92,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,101.0,17.1,2.4,8.0,17920.8,19859.6,0.81,1.22,1.54,69.22,12.47,44.28,15.54,29.37,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.7,2.5,8.0,18719.9,20799.8,0.82,1.25,1.6,69.33,12.66,44.19,16.26,28.49,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,18.0,2.7,6.0,20850.0,20365.4,0.81,1.27,1.67,69.85,13.85,44.43,16.24,27.91,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,18.2,3.2,6.0,21394.7,19889.7,0.81,1.28,1.73,69.92,14.77,43.56,16.2,28.1,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,18.1,3.4,5.0,20923.9,21115.1,0.83,1.23,1.55,69.01,12.71,46.75,16.41,28.1,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,113.0,17.8,2.6,5.9,18770.5,20951.7,0.82,1.18,1.57,68.55,12.06,46.87,15.18,29.56,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.5,2.6,6.9,19451.5,21208.3,0.73,1.17,1.62,68.2,11.93,46.47,15.29,29.21,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,103.0,17.2,2.5,6.5,18117.9,19566.0,0.85,1.23,1.88,68.34,11.69,44.33,15.71,28.24,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,111.0,17.6,2.5,6.3,19013.9,21651.9,0.82,1.21,1.84,68.43,12.1,44.38,16.29,28.56,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,18.0,2.2,7.8,18926.4,21530.7,0.72,1.21,1.6,67.81,12.31,44.49,16.17,29.04,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,104.0,16.0,0.3,6.7,18924.3,20814.3,0.73,1.24,1.67,68.15,12.15,46.08,15.51,30.44,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,111.0,17.3,2.2,7.0,19026.1,21007.4,0.81,1.21,1.81,69.4,12.66,45.04,17.08,29.78,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.5,1.9,7.2,19029.3,21163.8,0.85,1.24,1.69,68.9,12.67,46.23,15.83,28.14,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,16.9,2.0,7.2,18639.3,21844.6,0.74,1.17,1.58,68.94,12.1,46.27,15.76,27.7,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.1,2.2,7.0,18777.2,21773.9,0.75,1.18,1.72,68.56,11.48,46.55,16.73,28.13,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.0,2.0,8.0,18836.8,21743.2,0.75,1.21,1.75,68.88,12.25,45.06,15.96,28.13,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,111.0,17.0,1.1,7.5,18925.1,22196.8,0.83,1.29,1.69,69.44,14.15,45.36,16.77,28.13,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.3,1.4,7.0,18842.6,21449.1,0.83,1.26,1.78,69.39,13.01,45.35,16.6,28.01,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.7,1.7,7.0,18983.0,21198.4,0.81,1.26,1.57,68.69,14.98,42.6,15.2,28.57,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,111.0,17.9,1.5,7.0,19003.4,22502.6,0.81,1.15,1.4,68.95,15.08,44.01,16.23,30.11,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,18.2,1.5,7.0,19426.4,22698.6,0.82,1.2,1.52,68.83,14.17,43.65,15.84,29.89,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,102.0,18.1,1.6,6.3,18586.6,21711.2,0.85,1.29,1.9,69.4,17.62,42.45,15.32,29.58,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,108.0,18.1,1.6,7.2,18480.6,20705.0,0.84,1.27,2.12,69.52,14.22,42.54,16.22,30.01,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.6,1.5,8.0,19420.1,21989.5,0.8,1.19,1.54,68.85,14.12,43.83,15.86,31.15,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.4,1.5,8.0,19543.9,22407.2,0.81,1.21,1.82,69.34,14.58,42.6,15.56,30.54,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,100.0,17.5,1.8,6.9,19505.3,22190.5,0.81,1.21,1.63,69.21,13.4,42.58,16.18,30.04,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,101.0,17.3,2.0,6.8,19442.6,21604.2,0.82,1.22,1.72,69.43,12.71,42.74,15.75,29.83,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,113.0,18.5,2.6,8.0,18716.5,20376.3,0.83,1.15,1.54,69.03,12.55,42.36,16.32,29.15,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,18.5,2.8,8.0,19177.0,20390.2,0.84,1.23,1.66,69.02,12.22,42.19,15.38,28.94,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,103.0,16.3,2.5,7.3,18831.4,21073.9,0.85,1.23,1.82,69.26,15.96,41.9,14.94,28.5,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,16.7,2.4,7.3,18549.0,22028.8,0.8,1.17,1.51,69.58,14.14,42.25,15.96,27.86,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,16.7,2.6,6.8,18495.3,22614.1,0.8,1.19,1.59,69.07,14.73,42.69,15.67,28.11,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,108.0,16.5,0.8,7.0,18370.5,22623.9,0.75,1.11,1.66,68.68,15.7,43.78,16.02,27.93,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,104.0,16.5,0.3,7.8,17604.1,22049.4,0.74,1.18,1.78,68.74,12.68,44.59,16.76,27.81,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,16.8,0.5,8.0,18988.2,22904.2,0.84,1.29,1.82,69.66,12.74,44.02,16.98,27.66,0
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.2,2.5,8.0,18493.5,22009.0,0.73,1.16,1.75,69.45,13.59,44.32,16.62,27.95,1
27.5,26.6,29.7,6.2,2.1,0.6,0.1,1.1,2.0484959260875892,112.0,17.0,1.6,8.0,18457.7,22151.9,0.73,1.16,1.63,69.53,14.03,44.12,16.45,28.1,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,111.0,16.9,1.5,8.0,18534.0,22588.0,0.72,1.16,1.75,68.54,12.33,45.97,15.39,27.75,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,99.0,15.2,1.1,6.6,18119.9,21381.6,0.83,1.26,1.85,69.23,12.8,43.59,16.57,28.21,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,97.0,14.4,2.0,5.8,18022.4,19557.4,0.85,1.26,1.71,69.66,12.66,43.61,15.99,27.95,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,17.5,2.9,5.1,17912.5,19660.5,0.84,1.26,1.92,69.49,12.48,44.64,15.67,29.64,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,108.0,16.2,2.8,7.2,19126.8,21088.6,0.8,1.19,1.78,69.91,13.46,42.12,16.05,28.8,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,108.0,15.3,3.1,6.9,19131.8,22074.4,0.81,1.18,1.72,69.66,13.3,45.97,16.32,28.77,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,108.0,15.1,3.0,7.0,18448.5,21580.6,0.84,1.2,1.66,69.29,13.29,47.16,16.12,28.6,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,108.0,15.1,1.6,7.0,18510.2,22370.1,0.8,1.22,1.7,69.08,12.56,44.93,16.15,28.13,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,108.0,16.5,2.0,7.7,18504.4,20483.5,0.85,1.23,1.66,69.78,13.66,44.52,17.43,28.1,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,108.0,16.6,2.9,9.8,18473.9,20966.1,0.82,1.19,1.52,69.44,13.99,43.81,16.55,28.12,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,108.0,16.9,3.0,10.4,18434.4,20975.0,0.83,1.24,1.44,69.31,12.95,43.63,15.62,27.89,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,107.0,14.0,3.1,6.0,19057.6,19417.7,0.73,1.09,1.71,69.74,13.33,44.02,15.89,28.32,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,108.0,14.4,3.4,6.0,18917.9,19620.3,0.75,1.09,1.82,69.77,14.23,43.52,15.95,27.75,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,107.0,14.0,3.5,6.0,19310.4,20495.8,0.75,1.11,1.69,69.45,14.15,44.92,16.17,28.07,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,15.2,3.5,6.3,18460.0,21748.5,0.8,1.23,1.75,69.47,12.41,44.48,15.89,28.68,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,15.0,3.5,6.0,18450.7,21658.7,0.75,1.21,1.68,69.16,16.86,44.22,15.21,28.91,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,15.6,3.5,6.7,18491.4,21501.3,0.71,1.19,1.55,68.64,12.41,44.8,15.91,29.41,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,2.6,8.0,18482.0,21310.1,0.75,1.23,1.51,68.19,13.04,44.56,15.77,29.05,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,90.0,12.9,2.1,5.2,17915.4,20927.9,0.75,1.2,1.73,68.99,12.12,44.23,15.99,28.15,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,111.0,16.0,1.5,9.0,19019.9,22510.7,0.75,1.21,1.54,68.65,12.2,43.68,16.26,27.64,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,1.3,8.4,18897.8,22428.3,0.74,1.19,1.62,69.06,11.97,44.14,17.7,28.67,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,113.0,16.0,1.2,7.5,18837.2,22386.1,0.75,1.19,1.86,69.49,13.51,44.44,16.98,29.33,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,0.7,7.7,19077.4,22501.8,0.74,1.2,1.59,69.25,12.89,44.49,16.91,29.12,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.1,0.9,10.0,19548.0,22480.1,0.75,1.2,1.6,68.97,14.09,45.6,16.11,39.66,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,15.9,0.7,8.4,19325.9,22376.4,0.82,1.32,1.92,69.52,12.72,45.6,16.39,28.44,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,111.0,16.1,1.5,8.1,19058.7,21872.8,0.75,1.14,1.55,69.58,13.22,44.45,15.99,28.51,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,15.6,1.7,7.3,18946.5,21470.3,0.72,1.19,1.68,69.7,13.71,44.4,16.72,27.38,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,15.5,2.0,6.5,18990.2,21478.1,0.74,1.18,1.62,69.87,12.56,45.36,16.71,28.05,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,15.8,2.3,6.6,19010.4,21473.7,0.73,1.19,1.71,69.26,12.74,44.84,16.72,28.63,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,113.0,16.0,1.8,7.8,19057.2,21504.0,0.74,1.19,1.82,69.36,12.55,45.19,16.56,29.85,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,15.9,1.8,7.2,18466.1,21938.1,0.72,1.2,1.74,68.95,12.3,44.12,14.79,29.32,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,109.0,15.1,1.7,7.0,18481.1,22539.8,0.84,1.25,1.74,68.84,17.84,44.04,14.83,29.11,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,1.9,7.9,18586.6,22719.3,0.75,1.18,1.54,68.97,12.34,45.22,16.84,31.08,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,15.6,2.0,7.0,18575.6,23009.9,0.75,1.19,1.64,69.6,15.18,42.02,16.71,29.19,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,110.0,14.8,0.5,8.0,18399.6,22997.1,0.8,1.22,1.78,69.33,13.09,42.92,17.02,28.47,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,0.6,8.8,18004.4,22520.0,0.73,1.12,1.65,69.53,13.7,42.92,16.28,30.15,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,1.4,8.0,18110.7,22257.6,0.74,1.14,1.37,70.47,16.86,43.62,16.13,29.84,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,3.1,8.0,19405.7,20426.5,0.84,1.19,1.59,69.88,13.91,43.74,15.67,29.76,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,111.0,15.3,1.9,9.0,18973.3,23001.9,0.74,1.2,1.71,69.07,11.92,46.12,16.47,28.63,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,105.0,16.2,0.5,9.0,18222.1,21474.6,0.84,1.27,1.83,69.17,13.48,44.7,16.13,28.19,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.5,1.5,9.0,18863.0,22411.3,0.8,1.23,1.75,70.13,13.44,43.84,17.77,27.54,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.5,2.4,9.0,19219.2,21816.8,0.82,1.24,1.78,69.96,12.27,44.77,17.44,29.11,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,111.0,16.4,2.4,9.0,19358.3,21528.7,0.82,1.27,1.65,70.31,13.93,43.14,16.12,29.24,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,109.0,16.0,2.5,8.6,18516.6,19828.2,0.75,1.15,1.42,69.76,12.93,44.28,16.66,29.04,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,111.0,15.8,2.9,7.8,19186.4,21658.3,0.72,1.17,1.5,69.95,12.99,44.32,15.95,30.08,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,2.9,7.3,19085.6,22034.6,0.85,1.24,1.69,70.07,13.57,43.5,16.2,29.88,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,3.1,7.0,18835.7,22229.0,0.74,1.23,1.61,69.11,18.01,43.14,15.48,29.92,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,111.0,16.5,2.5,9.0,19019.1,21299.9,0.82,1.23,1.45,69.42,12.21,42.74,16.65,27.65,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,2.9,9.0,18806.0,21915.2,0.75,1.23,1.64,68.59,16.55,42.67,15.86,28.1,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,113.0,16.0,2.8,9.0,18060.2,21109.3,0.71,1.08,1.35,69.02,12.84,44.62,15.64,29.44,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,111.0,16.0,2.5,7.6,18278.4,22648.9,0.84,1.24,1.57,69.89,13.12,43.52,16.26,28.67,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,1.7,8.5,18216.1,22474.3,0.72,1.16,1.38,68.68,12.81,43.76,16.46,28.98,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,2.0,8.9,19063.0,21719.7,0.74,1.1,1.32,69.22,12.96,43.62,16.36,29.05,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,2.0,9.0,18169.2,21167.4,0.75,1.08,1.43,69.47,14.68,44.37,16.56,29.47,1
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,113.0,15.8,2.5,8.0,19025.8,22068.0,0.83,1.22,1.82,69.24,12.85,45.35,15.83,29.09,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,112.0,16.0,0.5,8.0,18660.1,21814.7,0.81,1.21,1.84,69.31,12.32,45.21,16.77,28.47,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,108.0,16.0,1.0,8.0,19091.4,21242.6,0.82,1.23,1.88,69.83,13.42,43.91,16.92,27.59,0
28.0,26.3,30.9,7.3,1.8,0.4,0.2,1.1,2.047948697308755,91.0,13.7,2.0,5.4,19194.6,18622.9,0.8,1.21,1.72,69.55,12.91,44.67,16.46,28.33,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,112.0,15.5,2.7,7.0,19528.4,22017.4,0.84,1.21,1.55,69.21,12.48,43.53,15.87,27.42,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,113.0,15.7,2.1,8.4,19603.7,22031.1,0.72,1.17,1.8,68.55,13.67,43.9,15.8,27.53,1
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,107.0,15.9,0.7,9.0,18630.4,20994.1,0.75,1.22,1.53,68.65,12.56,43.34,15.93,28.14,1
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,112.0,16.2,1.4,9.0,19479.5,22251.9,0.75,1.18,1.63,69.01,12.59,44.07,16.27,27.91,1
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,112.0,16.2,2.5,9.0,19546.8,21738.7,0.8,1.21,1.62,69.99,13.17,43.61,17.01,28.11,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,111.0,16.1,2.5,8.2,19473.6,21786.1,0.8,1.15,1.55,69.98,12.06,44.0,17.19,28.33,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,111.0,16.3,2.5,8.0,19525.4,20986.7,0.81,1.22,1.79,69.75,13.59,45.02,16.53,29.11,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,112.0,16.5,2.6,8.0,19280.4,20745.4,0.8,1.26,1.87,69.67,13.06,45.0,16.57,29.33,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,112.0,16.2,2.9,7.0,18907.6,21100.8,0.74,1.2,1.75,69.46,12.87,43.8,17.02,28.46,1
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,112.0,16.2,2.6,6.4,19090.5,21332.6,0.74,1.22,1.86,68.86,13.65,46.2,16.13,29.84,1
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,106.0,15.7,1.1,9.0,18252.6,21504.1,0.72,1.23,1.7,67.92,15.32,44.91,15.28,27.97,1
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,109.0,16.1,0.8,8.5,18453.4,20917.9,0.81,1.26,1.81,68.7,15.08,42.17,16.26,28.67,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,101.0,14.3,2.8,5.1,15089.0,20888.6,0.83,1.24,1.71,69.93,12.22,44.75,17.31,28.24,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,107.0,14.5,2.7,5.5,17023.8,20937.8,0.84,1.22,1.84,69.79,15.16,43.86,15.89,28.29,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,111.0,16.1,2.5,8.0,17964.5,19992.4,0.8,1.2,1.71,69.77,13.67,44.42,16.34,28.55,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,112.0,15.3,2.5,7.4,18144.8,21567.6,0.8,1.24,1.86,69.3,12.41,42.43,15.19,29.05,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,112.0,15.4,2.6,7.2,19603.2,20255.6,0.7,1.12,1.48,69.58,12.36,42.74,16.99,28.32,1
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,111.0,15.5,2.7,7.0,18107.7,21033.3,0.81,1.22,1.71,69.56,12.52,43.02,16.01,28.89,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,112.0,15.5,3.1,7.0,18482.8,20849.5,0.8,1.23,1.79,69.27,13.01,44.3,16.82,28.0,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,113.0,15.0,3.8,7.5,18605.4,22232.2,0.8,1.24,1.66,69.33,12.61,43.41,16.33,27.95,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,109.0,15.3,3.7,7.7,18712.0,20818.2,0.81,1.23,1.69,69.42,12.65,43.64,16.36,27.75,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,100.0,14.6,3.1,9.0,18306.4,19491.4,0.7,1.09,1.55,69.86,12.85,43.81,16.94,28.1,1
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,108.0,14.9,3.0,9.0,18948.6,21068.4,0.82,1.23,1.6,69.6,12.77,43.86,16.6,27.91,0
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,107.0,14.6,3.4,7.4,19261.2,21551.7,0.74,1.17,1.66,70.22,13.83,43.55,17.13,28.14,1
27.9,26.5,31.0,7.5,2.2,0.5,0.2,1.1,2.0615817232657014,110.0,14.8,4.0,7.1,19623.4,21006.4,0.75,1.18,1.59,70.09,13.47,43.71,17.12,27.72,1
